season_amp_over65	sigma	surveillance_report_1	surveillance_report_2	surveillance_report_3	surveillance_report_4	season_amp	season_offset	aki_hospitalisation_4	gastro_hospitalisation_4	gastro_gp_attend_1	gastro_gp_attend_2	D_immun	probT_under5	probT_over5	logDensity
1.4647354118318932	0.8468663549760999	0.0018909690621765486	4.646345367265664e-4	7.368169111889753e-4	0.009270899295897271	0.03871161977878588	0.06411991274811694	0.21417834426954918	0.08981931959092097	0.3858258849665127	0.28472980566737693	9.04944612159466	0.18596657210690348	0.03995877298424034	-15656.851011554103
1.3905274723524341	0.8406734836967512	0.0019072068853802223	4.7157224715782753e-4	7.498266173996105e-4	0.010054325393894285	0.03843396632102109	0.0729056458661591	0.247476367814365	0.10999571007871309	0.3901573240311498	0.29099345861332704	8.701133768254692	0.1883906408044779	0.039684061811471855	-15656.854461242829
1.6879928847186787	0.7359167254620029	0.0020294202372805495	4.6386606561888425e-4	7.979250027867358e-4	0.008589008923125134	0.04057585875179506	0.06376941562936461	0.21555712916695216	0.059102011732560675	0.41823428566341736	0.31126324794996796	8.809774654167622	0.2079465817242118	0.04422643659149022	-15655.861506586181
1.6879928847186787	0.7359167254620029	0.0020294202372805495	4.6386606561888425e-4	7.979250027867358e-4	0.008589008923125134	0.04057585875179506	0.06376941562936461	0.21555712916695216	0.059102011732560675	0.41823428566341736	0.31126324794996796	8.809774654167622	0.2079465817242118	0.04422643659149022	-15655.861506586181
1.6879928847186787	0.7359167254620029	0.0020294202372805495	4.6386606561888425e-4	7.979250027867358e-4	0.008589008923125134	0.04057585875179506	0.06376941562936461	0.21555712916695216	0.059102011732560675	0.41823428566341736	0.31126324794996796	8.809774654167622	0.2079465817242118	0.04422643659149022	-15655.861506586181
1.6879928847186787	0.7359167254620029	0.0020294202372805495	4.6386606561888425e-4	7.979250027867358e-4	0.008589008923125134	0.04057585875179506	0.06376941562936461	0.21555712916695216	0.059102011732560675	0.41823428566341736	0.31126324794996796	8.809774654167622	0.2079465817242118	0.04422643659149022	-15655.861506586181
1.6879928847186787	0.7359167254620029	0.0020294202372805495	4.6386606561888425e-4	7.979250027867358e-4	0.008589008923125134	0.04057585875179506	0.06376941562936461	0.21555712916695216	0.059102011732560675	0.41823428566341736	0.31126324794996796	8.809774654167622	0.2079465817242118	0.04422643659149022	-15655.861506586181
1.54211452886785	0.740669755231051	0.0020192879101615805	4.635270315401727e-4	7.941885618244701e-4	0.00942867735191667	0.04047253830492466	0.07178825844268917	0.27269358818405176	0.05859151488695872	0.4191243675459561	0.3065367566603572	9.498296659492622	0.20920943936229122	0.04510956283167782	-15659.123435563963
1.586215524425658	0.7931037598077222	0.0019633981969045316	4.7491221379787645e-4	8.082862327092952e-4	0.009198287257493547	0.039235073986566615	0.05965072855637925	0.24247190611731756	0.07848069557127182	0.40611410268606685	0.31212951506893916	9.486544395804152	0.20073269078211117	0.04198858236725537	-15657.91202257099
1.2941144921851726	0.8851330285147411	0.0018540565539726212	4.7869525877355826e-4	7.994699126236566e-4	0.011264733112333995	0.03846781914688813	0.09190261399295357	0.2786818795131803	0.09357476418484316	0.3825692120373674	0.3002229292507389	9.591525151281697	0.18694788437539459	0.038314010186838644	-15654.975041044412
1.4883128956254277	0.8532611691556365	0.0018490049915748416	4.72141926208359e-4	7.911093690266973e-4	0.009794371229752139	0.03874165819301787	0.09583595293231738	0.20815305225619862	0.0677906413748717	0.38366556568107696	0.3092379658995493	9.072903343476586	0.1923284890926469	0.0387752411867654	-15656.561009176281
1.3864146739273577	0.8230088151526292	0.0018968406760718206	4.4505861663678397e-4	8.030003719610197e-4	0.010436508414074125	0.039236889087525054	0.09646558793387863	0.27643550004643486	0.06329896002189171	0.3957176492362492	0.3075086392263544	8.91905251724771	0.19562765217215977	0.040271741551028556	-15658.51973437431
1.6540862838688781	0.7613670476548435	0.0019716647762787346	4.8201776351799905e-4	8.062396978785301e-4	0.009024637447372532	0.039724147195468705	0.09598361998348941	0.27909546708393523	0.06341907014349443	0.4157439466314232	0.3172777656870446	8.593811629525975	0.20451017810681818	0.042223562251314906	-15658.33711625801
1.685911087080393	0.7953461376152532	0.0019220741966093197	4.481858014412405e-4	7.645356190904922e-4	0.008324720135270414	0.03916878918539714	0.10020382218821319	0.2722292161322255	0.053726261630842244	0.4030713781703986	0.3028260145075492	8.712496211668647	0.1956443142518522	0.04122130444010382	-15656.912171541317
1.6061205580838867	0.7880469246032579	0.0019593089360683616	4.5153265565276205e-4	7.632589596029456e-4	0.008677545547152847	0.03933503603316699	0.11094313072116098	0.27472229101445444	0.0827571786708466	0.40404406532938003	0.2955421299772011	9.118548706153977	0.19520590007258254	0.04244720061143834	-15655.217504121541
1.6268012822576434	0.8310096274048935	0.001917753167214917	4.3776684904039156e-4	7.488456270926187e-4	0.00851601682920781	0.03849954355192312	0.10594227732652463	0.2757642886269256	0.0686017384271809	0.39093837935057313	0.2930973163449021	8.849364524341174	0.18750204840638462	0.04007749155554208	-15656.381365364741
1.5905185821293064	0.7809938932283239	0.001975238973856275	4.406677890917435e-4	7.652048300200697e-4	0.008577737111689921	0.03921350188897568	0.09780672257930105	0.24968263720518702	0.05397397580997555	0.40395452418204575	0.2903220105277124	8.968875048481692	0.19651257065001393	0.04277585451581605	-15654.99774053942
1.5857767972587569	0.740732910784342	0.0020174079371151556	4.569580976577e-4	7.858910148501971e-4	0.008983058968129511	0.039850005494915734	0.08699900460064479	0.22598398838295963	0.04991270063170473	0.4137127344743426	0.30404299146034464	9.357029230996085	0.20650889199759154	0.045007921670549185	-15653.978463608448
1.5377878424072942	0.730664211256161	0.002030118653748574	4.6147886301847323e-4	7.899277564641297e-4	0.009269571191394899	0.04028919914665097	0.07545609404734237	0.2321983025127384	0.04273265728779659	0.41697051335941915	0.3052042342268638	9.021997354458279	0.20777178499242385	0.04528396546396915	-15654.166462386887
